Product Name,Processor,RAM,Storage,Operating System,Display,Warranty,Price,Original Price,Discount,Rating,Number of Ratings,Number of Reviews,Image URL,Product Link
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ521WS|X150...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"41,990","69,990",40,4.2,302,339,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/i/7/x1504za-nj521ws-x1504za-nj520ws-thin-and-light-laptop-asus-original-imah4fv4jrrag9dq.jpeg?q=70,https://www.flipkart.com/asus-vivobook-15-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj521ws-x1504za-nj520ws-x1504za-nj528ws-thin-light-laptop/p/itmff0e170cb596e?pid=COMHYWSWMFQQBCG3&lid=LSTCOMHYWSWMFQQBCG3ZA9JEY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_57&otracker=search&otracker1=search&fm=Search&iid=ebb3e264-188b-476f-87b5-1b8f891c7970.COMHYWSWMFQQBCG3.SEARCH&ppt=sp&ppn=sp&ssid=xp5s5g3klc0000001737048069947&qH=312f91285e048e09
ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ521WS Th...,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"34,990","66,990",47,4.2,093,136,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/h/s/-original-imagpxgqj6x2zkhe.jpeg?q=70,https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj521ws-thin-light-laptop/p/itmf2da9c7085e1b?pid=COMGNRNUKRMMXNZQ&lid=LSTCOMGNRNUKRMMXNZQYSOFRK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_58&otracker=search&otracker1=search&fm=Search&iid=ebb3e264-188b-476f-87b5-1b8f891c7970.COMGNRNUKRMMXNZQ.SEARCH&ppt=sp&ppn=sp&ssid=xp5s5g3klc0000001737048069947&qH=312f91285e048e09
Acer Swift Go 14 AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) SFG14-41 Thin and Li...,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR4X RAM,512 GB SSD,Windows 11 Operating System,35.56 cm (14 Inch) Display,1 Year Carry-in Warranty,"46,990","79,999",41,4.3,411,47,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/v/o/9/-original-imah3zvx86cw6kqy.jpeg?q=70,https://www.flipkart.com/acer-swift-go-14-amd-ryzen-7-octa-core-7730u-16-gb-512-gb-ssd-windows-11-home-sfg14-41-thin-light-laptop/p/itm52551833a1d42?pid=COMH3GFNZZGQTAEW&lid=LSTCOMH3GFNZZGQTAEWMUOVHC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_59&otracker=search&otracker1=search&fm=Search&iid=ebb3e264-188b-476f-87b5-1b8f891c7970.COMH3GFNZZGQTAEW.SEARCH&ppt=sp&ppn=sp&ssid=xp5s5g3klc0000001737048069947&qH=312f91285e048e09
Acer Swift Go 14 AMD Ryzen 7 Octa Core 7730U - (16 GB/1 TB SSD/Windows 11 Home) SFG14-41 Thin and Ligh...,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR4X RAM,1 TB SSD,Windows 11 Operating System,35.56 cm (14 Inch) Display,1 Year Carry-in Warranty,"50,990","84,999",40,4.3,411,47,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/v/o/9/-original-imah3zvx86cw6kqy.jpeg?q=70,https://www.flipkart.com/acer-swift-go-14-amd-ryzen-7-octa-core-7730u-16-gb-1-tb-ssd-windows-11-home-sfg14-41-thin-light-laptop/p/itm52551833a1d42?pid=COMH3GFNEFQMQJHV&lid=LSTCOMH3GFNEFQMQJHVV7GSRK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_60&otracker=search&otracker1=search&fm=Search&iid=ebb3e264-188b-476f-87b5-1b8f891c7970.COMH3GFNEFQMQJHV.SEARCH&ppt=sp&ppn=sp&ssid=xp5s5g3klc0000001737048069947&qH=312f91285e048e09
DELL 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3535 Thin and Light L...,AMD Ryzen 3 Quad Core Processor,8 GB DDR5 RAM,512 GB SSD,Windows 11 Home Operating System,39.62 cm (15.6 inch) Display,No Warranty,"29,990","38,747",22,4.3,447,211,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/q/h/-original-imah5wj6jnhemmke.jpeg?q=70,https://www.flipkart.com/dell-15-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-inspiron-3535-thin-light-laptop/p/itm58c1d8a904449?pid=COMH5PBYWQTDJGQG&lid=LSTCOMH5PBYWQTDJGQGV27I7I&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_7&otracker=search&otracker1=search&iid=cd231a70-ae00-46d8-9c45-f789f1ae1331.COMH5PBYWQTDJGQG.SEARCH&ssid=8vtb4m2vsg0000001737048052315&qH=312f91285e048e09
ASUS TUF Gaming F17 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,Windows 11 Operating System,43.94 cm (17.3 Inch) Display,1 Year Onsite Warranty,"47,990","77,990",38,4.3,965,105,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/m/s/fx706hf-ny040w-gaming-laptop-asus-original-imah4fv4cc8agbxs.jpeg?q=70,https://www.flipkart.com/asus-tuf-gaming-f17-ai-powered-intel-core-i5-11th-gen-11400h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-144-hz-70-tgp-fx706hf-hx018w-laptop/p/itm5b135cad5c8a9?pid=COMGZKHQVMNZXEAH&lid=LSTCOMGZKHQVMNZXEAHYLRJ6N&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_61&otracker=search&otracker1=search&fm=Search&iid=ebb3e264-188b-476f-87b5-1b8f891c7970.COMGZKHQVMNZXEAH.SEARCH&ppt=sp&ppn=sp&ssid=xp5s5g3klc0000001737048069947&qH=312f91285e048e09
HP Victus AI Powered AMD Ryzen 7 Octa Core 7840HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NV...,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,512 GB SSD,64 bit Windows 11 Operating System,40.89 cm (16.1 Inch) Display,1 Year Onsite Warranty,"75,990","96,136",20,4.4,361,25,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/0/s/16-s0095ax-gaming-laptop-hp-original-imagsn4eepm7trbu.jpeg?q=70,https://www.flipkart.com/hp-victus-ai-powered-amd-ryzen-7-octa-core-7840hs-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-16-s0095ax-gaming-laptop/p/itm64ae9ddc2dec6?pid=COMGS2XZGZHEJEZG&lid=LSTCOMGS2XZGZHEJEZGXWFBYW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_62&otracker=search&otracker1=search&fm=Search&iid=ebb3e264-188b-476f-87b5-1b8f891c7970.COMGS2XZGZHEJEZG.SEARCH&ppt=sp&ppn=sp&ssid=xp5s5g3klc0000001737048069947&qH=312f91285e048e09
Lenovo IdeaPad Slim 3 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 15IRH8 Thin a...,Intel Core i5 Processor (13th Gen),16 GB LPDDR5 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,No Warranty,"52,970","81,890",35,4.3,648,38,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/f/4/-original-imah5uhr8dsgpd74.jpeg?q=70,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-15irh8-thin-light-laptop/p/itm76f0e5d975817?pid=COMGVQ2YB9SU8KMF&lid=LSTCOMGVQ2YB9SU8KMF2MGQ5W&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_63&otracker=search&otracker1=search&fm=Search&iid=ebb3e264-188b-476f-87b5-1b8f891c7970.COMGVQ2YB9SU8KMF.SEARCH&ppt=sp&ppn=sp&ssid=xp5s5g3klc0000001737048069947&qH=312f91285e048e09
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home) 15IAH8 Thin an...,Intel Core i5 Processor (12th Gen),8 GB LPDDR5 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,No Warranty,"46,990","68,790",31,4.2,412,53,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/x/0/-original-imahfbdnusadgyr5.jpeg?q=70,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i5-12th-gen-12450h-8-gb-512-gb-ssd-windows-11-home-15iah8-thin-light-laptop/p/itm76f0e5d975817?pid=COMH44PGGQEJWKVN&lid=LSTCOMH44PGGQEJWKVNEHM4E2&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_64&otracker=search&otracker1=search&fm=Search&iid=ebb3e264-188b-476f-87b5-1b8f891c7970.COMH44PGGQEJWKVN.SEARCH&ppt=sp&ppn=sp&ssid=xp5s5g3klc0000001737048069947&qH=312f91285e048e09
Lenovo Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) V15 G3 IAP Thin and Light Lap...,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"48,990","90,000",45,4.1,325,118,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/t/c/v15-g2-alc-laptop-lenovo-original-imaghq2ffspmtfuh.jpeg?q=70,https://www.flipkart.com/lenovo-intel-core-i7-12th-gen-1255u-16-gb-512-gb-ssd-windows-11-home-v15-g3-iap-thin-light-laptop/p/itm930d2b10f8362?pid=COMGTVXCHXKNHYY2&lid=LSTCOMGTVXCHXKNHYY2LLFEDL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_65&otracker=search&otracker1=search&fm=Search&iid=ebb3e264-188b-476f-87b5-1b8f891c7970.COMGTVXCHXKNHYY2.SEARCH&ppt=sp&ppn=sp&ssid=xp5s5g3klc0000001737048069947&qH=312f91285e048e09
ASUS ExpertBook B14 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) B1402CBA-NK1494WS...,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,Windows 11 Operating System,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,"32,990","50,990",35,4.3,234,20,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/z/l/x/-original-imahfk5pgehgsg3z.jpeg?q=70,https://www.flipkart.com/asus-expertbook-b14-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-b1402cba-nk1494ws-thin-light-laptop/p/itm5558ba4200e57?pid=COMGZF9EYUYC52BH&lid=LSTCOMGZF9EYUYC52BHIWCC5H&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_66&otracker=search&otracker1=search&fm=Search&iid=ebb3e264-188b-476f-87b5-1b8f891c7970.COMGZF9EYUYC52BH.SEARCH&ppt=sp&ppn=sp&ssid=xp5s5g3klc0000001737048069947&qH=312f91285e048e09
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Ho...",Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"41,990","69,990",40,4.4,8,0,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/3/2/s/-original-imah2ger8qjev3sj.jpeg?q=70,https://www.flipkart.com/asus-vivobook-15-backlit-keyboard-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj520ws-thin-light-laptop/p/itmff0e170cb596e?pid=COMH2D4GHZZGSHDP&lid=LSTCOMH2D4GHZZGSHDPPOYP5X&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_67&otracker=search&otracker1=search&fm=Search&iid=ebb3e264-188b-476f-87b5-1b8f891c7970.COMH2D4GHZZGSHDP.SEARCH&ppt=sp&ppn=sp&ssid=xp5s5g3klc0000001737048069947&qH=312f91285e048e09
Lenovo IdeaPad Slim 3 Backlit Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 15IAH...,Intel Core i5 Processor (12th Gen),16 GB LPDDR5 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,No Warranty,"49,970","77,490",35,4.3,535,36,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/x/0/-original-imahfbdnusadgyr5.jpeg?q=70,https://www.flipkart.com/lenovo-ideapad-slim-3-backlit-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-15iah8-thin-light-laptop/p/itm76f0e5d975817?pid=COMGVQ2Y3ENU2RNV&lid=LSTCOMGVQ2Y3ENU2RNV6DRZRD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_68&otracker=search&otracker1=search&fm=Search&iid=ebb3e264-188b-476f-87b5-1b8f891c7970.COMGVQ2Y3ENU2RNV.SEARCH&ppt=sp&ppn=sp&ssid=xp5s5g3klc0000001737048069947&qH=312f91285e048e09
Acer Chromebook Plus Google AI Intel Core i3 13th Gen 1315U - (8 GB/256 GB SSD/Chrome OS) CB515-2H-34Y...,Intel Core i3 Processor (13th Gen),8 GB LPDDR5X RAM,256 GB SSD,Chrome Operating System,39.62 cm (15.6 Inch) Display,1 Year Carry-in Warranty,"20,990","52,999",60,3.8,29,4,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/4/3/o/-original-imah27qsamfccyxz.jpeg?q=70,https://www.flipkart.com/acer-chromebook-plus-google-ai-intel-core-i3-13th-gen-1315u-8-gb-256-gb-ssd-chrome-os-cb515-2h-34yl/p/itm5542cc6900ec1?pid=COMHFC9KY8AHGYD3&lid=LSTCOMHFC9KY8AHGYD3HLUHOK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_69&otracker=search&otracker1=search&fm=Search&iid=ebb3e264-188b-476f-87b5-1b8f891c7970.COMHFC9KY8AHGYD3.SEARCH&ppt=sp&ppn=sp&ssid=xp5s5g3klc0000001737048069947&qH=312f91285e048e09
Acer Chromebook Plus Google AI Intel Core i3 N305 - (8 GB/256 GB SSD/Chrome OS) CB514-4H-39T7 Chromebo...,Intel Core i3 Processor,8 GB LPDDR5 RAM,256 GB SSD,Chrome Operating System,35.56 cm (14 Inch) Display,1 Year Carry-in Warranty,"17,990","49,999",64,3.8,321,35,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/4/3/o/-original-imah27qsamfccyxz.jpeg?q=70,https://www.flipkart.com/acer-chromebook-plus-google-ai-intel-core-i3-n305-8-gb-256-gb-ssd-chrome-os-cb514-4h-39t7/p/itm5542cc6900ec1?pid=COMHFC9KE39WGHMA&lid=LSTCOMHFC9KE39WGHMADEYWXV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_70&otracker=search&otracker1=search&fm=Search&iid=ebb3e264-188b-476f-87b5-1b8f891c7970.COMHFC9KE39WGHMA.SEARCH&ppt=sp&ppn=sp&ssid=xp5s5g3klc0000001737048069947&qH=312f91285e048e09
Lenovo V14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) V 14 Thin and Light Lapto...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,64 bit Windows 11 Operating System,35.81 cm (14.1 inch) Display,1 Year Onsite Warranty,"36,590","41,990",12,4.1,367,26,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/q/q/c/lenovo-v14-g3-laptop-lenovo-original-imah34rsm7bxeswg.jpeg?q=70,https://www.flipkart.com/lenovo-v14-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-v-14-thin-light-laptop/p/itme87a00a2ff6c2?pid=COMH76FG3MCSNRDV&lid=LSTCOMH76FG3MCSNRDVLPKIMX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_8&otracker=search&otracker1=search&iid=cd231a70-ae00-46d8-9c45-f789f1ae1331.COMH76FG3MCSNRDV.SEARCH&ssid=8vtb4m2vsg0000001737048052315&qH=312f91285e048e09
"ASUS Vivobook 16X for Creator, Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB ...",Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,Windows 11 Operating System,40.64 cm (16 Inch) Display,1 Year Onsite Warranty,"59,990","77,990",23,4.2,527,56,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/e/h/a/-original-imah4dj3ysuzgdhy.jpeg?q=70,https://www.flipkart.com/asus-vivobook-16x-creator-intel-core-i5-12th-gen-12500h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-k3605zf-rp258ws-gaming-laptop/p/itmd896b82bffaef?pid=COMH2XBQ9QNGRUQ5&lid=LSTCOMH2XBQ9QNGRUQ5ZT4YVQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_71&otracker=search&otracker1=search&fm=Search&iid=ebb3e264-188b-476f-87b5-1b8f891c7970.COMH2XBQ9QNGRUQ5.SEARCH&ppt=sp&ppn=sp&ssid=xp5s5g3klc0000001737048069947&qH=312f91285e048e09
Acer Chromebook Intel Celeron Dual Core N4500 - (8 GB/128 GB EMMC Storage/Chrome OS) CB314-3H-C5QE/ CB...,Intel Celeron Dual Core Processor,8 GB LPDDR4X RAM,No Storage,Chrome Operating System,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"15,990","33,999",52,3.7,042,143,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/0/5/-original-imagvrefuybuvbe5.jpeg?q=70,https://www.flipkart.com/acer-chromebook-intel-celeron-dual-core-n4500-8-gb-128-gb-emmc-storage-chrome-os-cb314-3h-c5qe-cb314-3h-c0bz/p/itm04458b376eefa?pid=COMGSV3G3RYBAHX4&lid=LSTCOMGSV3G3RYBAHX4RBS9WL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_72&otracker=search&otracker1=search&fm=Search&iid=ebb3e264-188b-476f-87b5-1b8f891c7970.COMGSV3G3RYBAHX4.SEARCH&ppt=sp&ppn=sp&ssid=xp5s5g3klc0000001737048069947&qH=312f91285e048e09
MSI Modern 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO Busines...,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 inch) Display,1 Year Warranty Term,"33,990","48,990",30,4.1,75,9,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/3/a/-original-imagz92reebhhj57.jpeg?q=70,https://www.flipkart.com/msi-modern-15-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-b12mo-business-laptop/p/itm60c14709fdf3b?pid=COMHYWTJHENNCRGX&lid=LSTCOMHYWTJHENNCRGXEJC0WA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_73&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMHYWTJHENNCRGX.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Ho...",Intel Core i5 Processor (13th Gen),8 GB DDR4 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"45,990","74,990",38,4.1,68,3,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/3/2/s/-original-imah2ger8qjev3sj.jpeg?q=70,https://www.flipkart.com/asus-vivobook-15-backlit-keyboard-intel-core-i5-13th-gen-1335u-8-gb-512-gb-ssd-windows-11-home-x1504va-nj521ws-thin-light-laptop/p/itmff0e170cb596e?pid=COMGZDQJ8RVSQZE8&lid=LSTCOMGZDQJ8RVSQZE8G3WDIQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_74&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMGZDQJ8RVSQZE8.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09
Lenovo V15 AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) v15 G4 Business Laptop,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,64 bit Windows 11 Home Operating System,39.62 cm (15.6 inch) Display,No Warranty,"39,690","50,000",20,4,160,22,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/6/m/v-series-business-laptop-lenovo-original-imah4fd93dykum8a.jpeg?q=70,https://www.flipkart.com/lenovo-v15-amd-ryzen-7-octa-core-7730u-16-gb-512-gb-ssd-windows-11-home-g4-business-laptop/p/itmdcccd5f5d1865?pid=COMGZXHQZQPQ2R8D&lid=LSTCOMGZXHQZQPQ2R8DUQDQIP&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_75&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMGZXHQZQPQ2R8D.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09
ASUS Vivobook 15 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ324WS Thin...,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"37,990","57,990",34,3.8,6,0,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/j/k/x1504va-nj324ws-thin-and-light-laptop-asus-original-imah43brpvkhrbqj.jpeg?q=70,https://www.flipkart.com/asus-vivobook-15-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-x1504va-nj324ws-thin-light-laptop/p/itm200184e4e0443?pid=COMGZDQJ4BZDZRXP&lid=LSTCOMGZDQJ4BZDZRXPVGREH0&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_76&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMGZDQJ4BZDZRXP.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09
HP Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0315TU Thin and Light Laptop,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"53,990","71,773",24,3.9,84,5,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/l/v/1/-original-imah4qsdnznjxykw.jpeg?q=70,https://www.flipkart.com/hp-intel-core-i5-13th-gen-1334u-16-gb-512-gb-ssd-windows-11-home-15-fd0315tu-thin-light-laptop/p/itm01c07721bb10b?pid=COMH2FFGSTXTR8ZB&lid=LSTCOMH2FFGSTXTR8ZBNMPF3U&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_77&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMH2FFGSTXTR8ZB.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09
DELL Intel Core i3 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) 3530 Thin and Light Laptop,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 inch) Display,1 year domestic warranty,"37,980","51,759",26,4.2,171,14,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/3/k/e/-original-imah8bgr5e2gqx25.jpeg?q=70,https://www.flipkart.com/dell-intel-core-i3-13th-gen-8-gb-512-gb-ssd-windows-11-home-3530-thin-light-laptop/p/itme37811760d94c?pid=COMGQN94CKCN3EYH&lid=LSTCOMGQN94CKCN3EYHI6XXHR&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_78&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMGQN94CKCN3EYH.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09
Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 GB/256 GB SSD/Windows 11 Home) A324-45 Thin and Light...,Intel Celeron Dual Core Processor,8 GB LPDDR4X RAM,256 GB SSD,Windows 11 Operating System,35.56 cm (14 Inch) Display,1 Year Carry-in Warranty,"20,990","29,999",30,4.1,787,74,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/l/a324-45-thin-and-light-laptop-acer-original-imah6gfdkf2m5rjf.jpeg?q=70,https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-n4500-8-gb-256-gb-ssd-windows-11-home-a324-45-thin-light-laptop/p/itmbbfe217e40d59?pid=COMHFZYZHA5YJHS3&lid=LSTCOMHFZYZHA5YJHS30OEKLM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_79&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMHFZYZHA5YJHS3.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09
HP Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) 14-gr1022TU Thin and Light Laptop,Intel Core Ultra 5 Processor,16 GB DDR5 RAM,512 GB SSD,Windows 11 Operating System,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,"67,990","81,894",16,4.2,9,1,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/z/g/d/-original-imah2v3hrrb6zscs.jpeg?q=70,https://www.flipkart.com/hp-intel-core-ultra-5-125h-16-gb-512-gb-ssd-windows-11-home-14-gr1022tu-thin-light-laptop/p/itm0864cb6a1844f?pid=COMH28U4EWYZWJ45&lid=LSTCOMH28U4EWYZWJ45A2SCNZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_80&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMH28U4EWYZWJ45.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09
