Product Name,Processor,Operating System,Display,Warranty,Discount,Rating,Number of Ratings,Number of Reviews,RAM (GB),Storage (GB),Price (₹),Original Price (₹),Price-to-Performance Ratio
Infinix GT Book Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,40.64 cm (16 inch) Display,1 Year Domestic Onsite Warranty On Laptop and 6 Months On Adapter,42,4.4,69,9,16,512.0,74990.0,129990.0,142.02651515151516
Infinix Y4 Max Series Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) YL613 Thin and ...,Intel Core i3 Processor (13th Gen),Windows 11 Operating System,40.64 cm (16 inch) Display,1 Year Onsite Warranty,45,4.3,237,42,8,512.0,29990.0,54990.0,57.67307692307692
Lenovo Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) G3 IAP Thin and Light Laptop,Intel Core i5 Processor (12th Gen),Windows 11 Home Operating System,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,53,No Rating,No Ratings Count,No Reviews Count,8,512.0,40990.0,88414.0,78.82692307692308
ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ322WS Thin...,Intel Core i3 Processor (12th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,41,4.3,927,770,8,512.0,31990.0,54990.0,61.51923076923077
Lenovo Yoga 7 Intel Core i5 13th Gen 1340P - (16 GB/512 GB SSD/Windows 11 Home) 14IRL8 Thin and Light ...,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,35.56 cm (14 Inch) Touchscreen Display,1 Year Carry-in Warranty,28,4.1,19,5,16,512.0,79990.0,111690.0,151.49621212121212
Lenovo IdeaPad Slim 1 Intel Celeron Dual Core N4020 - (8 GB/256 GB SSD/Windows 11 Home) 14IGL7 Thin an...,Intel Celeron Dual Core Processor,Windows 11 Operating System,35.56 cm (14 Inch) Display,No Warranty,33,4,682,45,8,256.0,24890.0,37690.0,94.28030303030303
Lenovo IdeaPad 1 AMD Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 11 Home) 15ADA7 Thin and Light...,AMD Ryzen 5 Quad Core Processor,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,2 Years Onsite�Warranty,No Discount,4.2,822,84,8,512.0,60090.0,,115.5576923076923
Infinix Y4 Max Series Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,40.64 cm (16 inch) Display,1 Year Onsite Warranty,40,4.3,54,3,16,512.0,47990.0,79990.0,90.89015151515152
Thomson NEO Core Series Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) IN-N15I Thin ...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,39.62 cm (15.6 inch) Display,1 Year Onsite warranty,49,4,26,7,8,512.0,27990.0,54990.0,53.82692307692308
ASUS Intel Pentium Gold 7505 - (8 GB/256 GB SSD/Windows 11 Home) X1500EA-EJ111WS Laptop,Intel Pentium Gold Processor,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,40,4.3,80,6,8,256.0,23990.0,39990.0,90.87121212121212
ASUS Vivobook S 15 OLED Intel EVO H-Series Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 1...,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,11,3.6,11,2,16,512.0,79890.0,89990.0,151.3068181818182
Lenovo IdeaPad Slim 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) 15IRU8 Thin and...,Intel Core i3 Processor (13th Gen),Windows 11 Operating System,39.62 cm (15.6 inch) Display,No Warranty,42,4.1,110,12,8,512.0,36499.0,64000.0,70.19038461538462
Lenovo Yoga Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 Thin and Light Lap...,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,35.56 cm (14 inch) Display,1 Year Carry-in Warranty,30,3.6,5,0,16,1.0,79990.0,114690.0,4705.294117647059
ASUS AMD Ryzen 5 Quad Core - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK522WS Thin and Light Laptop,AMD Ryzen 5 Quad Core Processor,Windows 11 Operating System,35.56 cm (14 inch) Display,1 Year International Warranty,43,4.3,42,2,8,512.0,35800.0,62990.0,68.84615384615384
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY33HN/A,Apple M2 Processor,Mac OS Operating System,34.54 cm (13.6 Inch) Display,1 Year Limited Warranty,24,4.7,166,917,8,256.0,74990.0,99900.0,284.0530303030303
Acer One 14 Intel Core i3 11th Gen 1115G4 - (16 GB/512 GB SSD/Windows 11 Home) Z8-415 Thin and Light L...,Intel Core i3 Processor (11th Gen),Windows 11 Operating System,35.56 cm (14 Inch) Display,1 Year Carry-in Warranty,38,4.2,575,938,16,512.0,29990.0,48999.0,56.79924242424242
ASUS TUF Gaming F15 with 90Whr Battery Intel Core i7 12th Gen 12700H - (16 GB/1 TB SSD/Windows 11 Home...,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,27,4.1,15,0,16,1.0,80990.0,111990.0,4764.117647058823
ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK327WS Th...,AMD Ryzen 3 Quad Core Processor,Windows 11 Operating System,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,41,4.3,366,137,8,512.0,29990.0,50990.0,57.67307692307692
MSI Thin 15 Intel Core i5 12th Gen 13420H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,2 Year Onsite Warranty,27,No Rating,No Ratings Count,No Reviews Count,8,512.0,53990.0,73990.0,103.82692307692308
Lenovo IdeaPad Slim 5 2.5K IPS Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 16IRL8...,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,40.64 cm (16 inch) Display,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,32,4.1,501,61,16,1.0,72490.0,107690.0,4264.117647058823
Acer Aspire 3 Backlit AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) A325-42 Thin an...,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Carry-in Warranty,38,4,422,39,16,512.0,45990.0,74990.0,87.10227272727273
DELL Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) New Inspiron 15 M...,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,No Warranty,17,3.5,15,3,16,512.0,81990.0,99155.0,155.2840909090909
Lenovo Yoga Slim 7 Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) 14IMH9 Thin and Light La...,Intel Core Ultra 7 Processor,Windows 11 Operating System,35.56 cm (14 Inch) Display,1 Year Carry-in Warranty,36,4.2,31,0,16,1.0,96990.0,153190.0,5705.294117647059
Lenovo IdeaPad Slim 5 Intel Core i5 12th Gen 12450H - (16 GB/1 TB SSD/Windows 11 Home) 14IAH8 Thin and...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,35.56 cm (14 Inch) Display,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,23,4.2,325,27,16,1.0,59990.0,78590.0,3528.823529411765
ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1400CKA-NK0453 C...,Intel Celeron Dual Core Processor,Chrome Operating System,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,59,3.8,296,201,4,,13490.0,32990.0,
Apple MacBook AIR Apple M2 - (16 GB/256 GB SSD/macOS Sequoia) MC7U4HN/A,Apple M2 Processor,Mac OS Operating System,34.54 cm (13.6 Inch) Display,1 Year Limited Warranty,19,4.7,166,917,16,256.0,79990.0,99900.0,294.08088235294116
HP Victus Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,13,3.3,4,0,16,512.0,66990.0,77566.0,126.875
ASUS Vivobook 16 Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home) X1605ZAC-MB540WS T...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,40.64 cm (16 Inch) Display,1 Year Onsite Warranty,27,4.6,5,0,16,512.0,52990.0,72990.0,100.35984848484848
"ASUS TUF Gaming F15, 90WHrs Battery Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/...",Intel Core i7 Processor (13th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite warranty,22,4,52,3,16,512.0,102500.0,131990.0,194.12878787878788
Lenovo Yoga Slim 7 Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) 14IMH9 Thin and Light ...,Intel Core Ultra 5 Processor,Windows 11 Operating System,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,32,4.5,11,0,16,512.0,84990.0,125890.0,160.9659090909091
Infinix Y4 Max Series Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,Intel Core i3 Processor (13th Gen),Windows 11 Operating System,40.64 cm (16 inch) Display,1 Year Onsite Warranty,45,4.3,237,42,16,512.0,32990.0,59990.0,62.48106060606061
Lenovo IdeaPad Flex 5 AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) 14ABR8 2 in 1 L...,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,35.56 cm (14 Inch) Touchscreen Display,1 Year Onsite Premium Support with 1 Year Onsite Warranty,28,3.9,14,1,16,512.0,69690.0,97890.0,131.98863636363637
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Plus Laptop,Intel Celeron Dual Core Processor (11th Gen),64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,52,3.7,137,131,8,256.0,18990.0,39990.0,71.93181818181819
Infinix GT Book Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,40.64 cm (16 inch) Display,1 Year Domestic Onsite Warranty On Laptop and 6 Months On Adapter,46,4.2,354,62,16,512.0,53990.0,99990.0,102.25378787878788
walker Intel Celeron Dual Core N4020 - (4 GB/128 GB SSD/Windows 11 Home) NU14A1 Thin and Light Laptop,Intel Celeron Dual Core Processor,Windows 11 Operating System,35.81 cm (14.1 inch) Display,1 Year Onsite Warranty,56,3.7,451,192,4,128.0,12990.0,30000.0,98.4090909090909
Lenovo IdeaPad 1 AMD Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15ADA7 Thin and Light...,AMD Ryzen 3 Dual Core Processor,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,2 Yr Warranty,38,4.1,081,94,8,512.0,33490.0,54490.0,64.40384615384616
HP Victus Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce...,Intel Core i7 Processor (13th Gen),Windows 11 Home Operating System,39.62 cm (15.6 inch) Display,1 Year Carry-in Warranty,25,4.1,21,2,16,1.0,88999.0,118668.0,5235.235294117647
MSI Pulse 17 AI Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce...,Intel Core Ultra 9 Processor,Windows 11 Operating System,43.18 cm (17 Inch) Display,2 Year Onsite Warranty,18,No Rating,No Ratings Count,No Reviews Count,32,1.0,179990.0,219990.0,5454.242424242424
Lenovo V14 Intel Core i5 11th Gen 1135G7 - (8 GB/256 GB SSD/Windows 10) V14 Thin and Light Laptop,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,No Warranty,43,4.1,14,1,8,256.0,35799.0,63500.0,135.60227272727272
Acer Aspire Lite Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) AL15-52 Thin and Li...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Carry-in Warranty,29,3.7,183,10,16,512.0,43990.0,61990.0,83.31439393939394
Lenovo IdeaPad Slim 5 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin a...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,35.56 cm (14 Inch) Display,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,20,4.2,325,27,16,512.0,57990.0,72990.0,109.82954545454545
DELL Intel Core i5 12th Gen 1235U - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) New Inspiron 15 Laptop ...,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,No Warranty,34,4.1,66,3,8,1.0,52499.0,80000.0,5833.222222222223
Lenovo Lenovo V15 G3 IAP Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) 82TTA073IN ...,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,44,No Rating,No Ratings Count,No Reviews Count,16,512.0,49990.0,90540.0,94.6780303030303
HP Laptop AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2212AU Thin and Light...,AMD Ryzen 3 Quad Core Processor,Windows 11 Operating System,39.37 cm (15.5 inch) Display,1 Year Onsite Warranty,30,4.2,780,156,8,512.0,31980.0,45995.0,61.5
"ASUS TUF Gaming F15, 90WHrs Battery Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/...",Intel Core i7 Processor (13th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite warranty,20,4.5,33,3,16,512.0,96990.0,121990.0,183.6931818181818
HP Chromebook Intel Celeron Dual Core N4500 - (4 GB/128 GB EMMC Storage/Chrome OS) 15a- na0012TU Chrom...,Intel Celeron Dual Core Processor,Chrome Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,43,3.9,000,363,4,,16990.0,30016.0,
DELL AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3525 Thin and Light Lapt...,AMD Ryzen 3 Quad Core Processor,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,No Warranty,31,4.2,145,14,8,512.0,31890.0,46372.0,61.32692307692308
ASUS Vivobook 14 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1404VA-NK322WS Thin...,Intel Core i3 Processor (13th Gen),Windows 11 Operating System,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,36,3.9,496,32,8,512.0,36990.0,57990.0,71.13461538461539
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,34,4.2,551,285,8,512.0,45990.0,70064.0,88.4423076923077
HP Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5006TU Thin and Light Laptop,Intel Core i3 Processor (12th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,31,4.2,538,28,8,512.0,34999.0,50903.0,67.30576923076923
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,2 Year Onsite Warranty,14,No Rating,No Ratings Count,No Reviews Count,16,512.0,74990.0,87990.0,142.02651515151516
Lenovo V14 Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Pro) V14 G2-ITL Business Laptop,Intel Core i3 Processor (11th Gen),Windows 10 Operating System,35.56 cm (14 inch) Display,1 Years Manufacturer Warranty,33,4.8,12,3,8,256.0,30000.0,45000.0,113.63636363636364
Acer Aspire Lite Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) AL15-52 Thin and Lig...,Intel Core i3 Processor (12th Gen),64 bit Windows 11 Home Operating System,39.62 cm (15.6 inch) Display,No Warranty,43,4.1,708,59,8,512.0,29990.0,52990.0,57.67307692307692
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11260H - (8 GB/512 GB SSD/Windows 11 Ho...,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,35,3.8,58,4,8,512.0,49990.0,77990.0,96.13461538461539
DELL Inspiron Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) 3511 Thin and Light La...,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,No Warranty,27,3.9,463,36,8,512.0,49000.0,67700.0,94.23076923076923
Acer Aspire Lite Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) AL15-52 Thin and Lig...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,39.62 cm (15.6 inch) Display,1 Year Carry-in Warranty,31,3.7,183,10,8,512.0,41990.0,61147.0,80.75
Lenovo Lenovo V15 G3 IAP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 82TTA07RIH ...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,53,No Rating,No Ratings Count,No Reviews Count,16,512.0,42990.0,92014.0,81.42045454545455
ASUS Vivobook 15X Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) K3504VAB-NJ321WS Th...,Intel Core i3 Processor (13th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,27,4.2,174,20,8,512.0,42999.0,58990.0,82.69038461538462
ASUS ROG Ally AMD Ryzen Z1 Octa Core Extreme - (16 GB/512 GB SSD/Windows 11 Home) RC71L-NH001W Handhel...,AMD Ryzen Z1 Octa Core Processor,Windows 11 Operating System,17.78 cm (7 Inch) Touchscreen Display,1 Year Onsite Warranty,52,4.4,768,124,16,512.0,39990.0,83990.0,75.73863636363636
Apple Apple M3 - (16 GB/256 GB SSD/macOS Sequoia) MC8J4HN/A,Apple M3 Processor,Mac OS Operating System,34.54 cm (13.6 Inch) Display,1 Year Limited Warranty,No Discount,4.7,370,24,16,256.0,114900.0,,422.4264705882353
Infinix X Air Pro+ Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) XL434 Thin and Li...,Intel Core i5 Processor (13th Gen),64 bit Windows 11 Home Operating System,35.56 cm (14 inch) Display,1 Year Onsite Warranty,28,4.6,24,5,16,512.0,49990.0,69990.0,94.6780303030303
HP 250 G9 Intel Core i3 12th Gen Intel Core i3 1215U - (8 GB/512 GB SSD/Windows 11 Home) 250 G9 Busine...,Intel Core i3 Processor (12th Gen),64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,1 year Domestic warranty,34,4.2,644,30,8,512.0,30990.0,47554.0,59.59615384615385
Colorful P15 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA Ge...,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,2 Year Carry-in Warranty,40,4.5,37,9,16,512.0,83990.0,139999.0,159.0719696969697
Lenovo Intel Core i5 12th Gen 12450H - (16 GB/1 TB SSD/Windows 11 Home) 83BF0043IN Thin and Light Lapt...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,35.56 cm (14 inch) Display,1 Year warranty,20,4,4,0,16,1.0,62490.0,78590.0,3675.8823529411766
Lenovo IdeaPad Flex 5 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 14IRU8 2 in 1 L...,Intel Core i3 Processor (13th Gen),Windows 11 Operating System,35.56 cm (14 inch) Touchscreen Display,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,28,4.3,108,9,8,512.0,59900.0,83890.0,115.1923076923077
Colorful Evol P15 Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVID...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,2 Year Carry-in Warranty,40,4.6,82,24,16,512.0,59990.0,99999.0,113.61742424242425
"ASUS Vivobook 16X for Creator, Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/6 GB ...",Intel Core i5 Processor (12th Gen),Windows 11 Operating System,40.64 cm (16 Inch) Display,1 Year Onsite Warranty,28,4.7,26,1,16,512.0,72990.0,101990.0,138.23863636363637
MSI Katana 17 Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,43.94 cm (17.3 Inch) Display,2 Year Carry-in Warranty,37,4.5,31,10,16,1.0,97990.0,155990.0,5764.117647058823
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,26,4,12,1,16,512.0,60990.0,82990.0,115.51136363636364
Colorful P15 Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA Ge...,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,2 Year Carry-in Warranty,38,4.3,109,22,16,512.0,73990.0,119999.0,140.13257575757575
Apple MacBook Air Apple M3 - (16 GB/512 GB SSD/macOS Sonoma) MXCU3HN/A,Apple M3 Processor,Mac OS Operating System,33.02 cm (13 Inch) Display,1 Year Onsite Warranty,No Discount,4.6,241,16,16,512.0,134900.0,,255.49242424242425
Lenovo IdeaPad 5 2-in-1 Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) 14IRU9 2 in 1 Laptop,Intel Core 5 Processor,Windows 11 Operating System,35.56 cm (14 inch) Touchscreen Display,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,31,No Rating,No Ratings Count,No Reviews Count,16,512.0,77990.0,113290.0,147.70833333333334
Lenovo IdeaPad Slim 3 Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) 15IRU9 Thin and Light Lap...,Intel Core 5 Processor,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,No Warranty,42,No Rating,No Ratings Count,No Reviews Count,16,512.0,56590.0,98290.0,107.1780303030303
DELL Inspiron 15 3530 Intel Core i5 13th Gen - (8 GB/1 TB SSD/Windows 11 Home) IN3530RW8JY001ORS1 Thin...,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,39.62 cm (15.6 inch) Display,1-year warranty,35,4.2,549,30,8,1.0,56399.0,87500.0,6266.555555555556
Lenovo Yoga Slim 7 WUXGA OLED AI PC Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 Home) 14IMH9 ...,Intel Core Ultra 7 Processor,Windows 11 Operating System,35.56 cm (14 inch) Display,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,27,4.3,11,2,32,1.0,105990.0,146890.0,3211.818181818182
Infinix Y1 Plus Neo Intel Intel Celeron Quad Core 11th Gen JSL N5100 - (8 GB/256 GB SSD/Windows 11 Hom...,Intel Celeron Quad Core Processor (11th Gen),Windows 11 Operating System,39.01 cm (15.36 inch) Display,1 Year Onsite Warranty,31,4,753,621,8,256.0,23990.0,34990.0,90.87121212121212
DELL Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) New Inspiron 15 Me...,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,No Warranty,16,3.9,13,4,8,512.0,75990.0,91000.0,146.1346153846154
MSI Modern 15 Intel Core i3 12th Gen Core i3 1215U - (8 GB/512 GB SSD/Windows 11 Home) MODERN 15 B12MO...,Intel Core i3 Processor (12th Gen),64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,No Warranty,34,No Rating,No Ratings Count,No Reviews Count,8,512.0,31990.0,48990.0,61.51923076923077
ASUS Vivobook 15X Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) K3504VAB-NJ541WS T...,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,37,4.1,162,10,16,512.0,50800.0,80990.0,96.21212121212122
MICROSOFT Laptop Go 3 Intel Core i5 12th Gen 1235U - (16 GB/256 GB SSD/Windows 11 Home) XKQ-00046 Thin...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,31.5 cm (12.4 Inch) Touchscreen Display,1 Year Onsite Warranty,No Discount,No Rating,No Ratings Count,No Reviews Count,16,256.0,99990.0,100999.0,367.6102941176471
Infinix Y1 Plus Neo Intel Intel Celeron Quad Core 11th Gen JSL N5100 - (8 GB/512 GB SSD/Windows 11 Hom...,Intel Celeron Quad Core Processor (11th Gen),Windows 11 Operating System,39.01 cm (15.36 inch) Display,1 Year Onsite Warranty,16,4,753,621,8,512.0,24990.0,29990.0,48.05769230769231
Thomson NEO Core Series Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) IN-N15I Thin ...,Intel Core i3 Processor (12th Gen),Windows 11 Operating System,39.62 cm (15.6 inch) Display,1 Year Onsite warranty,47,3.7,18,2,8,256.0,20990.0,39990.0,79.50757575757575
HP G10 Intel Core i3 13th Gen 1315U Turbo Boost with Finger Print - (16 GB/512 GB SSD/Windows 11 Pro) ...,Intel Core i3 Processor (13th Gen),64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,No Warranty,30,No Rating,No Ratings Count,No Reviews Count,16,512.0,34980.0,49990.0,66.25
HP Pavilion Intel Core i5 13th Gen 1335U - (16 GB/1 TB SSD/Windows 11 Home) 15-eg3018TU Thin and Light...,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,23,4.3,150,78,16,1.0,68990.0,89852.0,4058.235294117647
DELL Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Thin and Light Lap...,Intel Core i3 Processor (12th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,28,4.2,222,302,8,512.0,34450.0,47869.0,66.25
