Product Name,Processor,Operating System,Display,Warranty,Discount,Rating,Number of Ratings,Number of Reviews,RAM (GB),Storage (GB),Price (₹),Original Price (₹),Price-to-Performance Ratio
"ASUS Vivobook S 15 OLED Powered, Intel EVO H Series, AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/W...",Intel Core Ultra 5 Processor,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,15,4.7,46,9,16,1.0,96990.0,114990.0,5705.294117647059
MSI Cyborg 15 Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,2 Year Onsite Warranty,18,4.8,16,3,16,512.0,79990.0,97990.0,151.49621212121212
ASUS Zenbook 14 OLED AI PC Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home) UX3405MA-PZ962WS...,Intel Core Ultra 9 Processor,Windows 11 Operating System,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,21,4.4,13,0,32,1.0,134990.0,170990.0,4090.6060606060605
HP G9 AMD Ryzen 5 Hexa Core 5th Gen 5625U - (16 GB/512 GB SSD/Windows 11 Home) 7B1L8PA Notebook,AMD Ryzen 5 Hexa Core Processor (5th Gen),64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,34,4,6,0,16,512.0,33980.0,52251.0,64.35606060606061
DELL Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3530 Thin and Light Lapto...,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,No Warranty,34,3,6,0,8,512.0,48990.0,74625.0,94.21153846153847
ASUS TUF Gaming F17 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (16 GB/512 GB SSD/Windows 11 H...,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,43.94 cm (17.3 Inch) Display,1 Year Onsite Warranty,40,4.3,099,573,16,512.0,50990.0,85990.0,96.5719696969697
HP 15s AMD Ryzen 5 Hexa Core 4500U - (8 GB/256 GB SSD/Windows 10 Home) 15s-ey1004AU Thin and Light Lap...,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,18,4.4,479,58,8,256.0,39990.0,49120.0,151.47727272727272
Infinix X Air Pro+ Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) XL434 Thin and Li...,Intel Core i5 Processor (13th Gen),64 bit Windows 11 Home Operating System,35.56 cm (14 inch) Display,1 Year Onsite Warranty,28,4.6,24,5,16,512.0,49990.0,69990.0,94.6780303030303
DELL Intel Core i5 13th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3050) G...,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,39.62 cm (15.6 inch) Display,1 Year Manufacturer Warranty,28,4.1,113,7,16,1.0,76490.0,106331.0,4499.411764705882
Lenovo V15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) V15 G3 IAP Thin and Light ...,Intel Core i3 Processor (12th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,49,4.1,439,21,8,512.0,29989.0,58817.0,57.67115384615385
HP 14s Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 14s - dy5008TU Thin and Light ...,Intel Core i3 Processor (12th Gen),64 bit Windows 11 Operating System,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,28,3.9,50,1,8,512.0,35380.0,49509.0,68.03846153846153
MSI Cyborg 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,2 Year Onsite Warranty,36,4.6,76,8,16,512.0,56990.0,89990.0,107.93560606060606
HP 15s Intel Core i3 11th Gen 1115G4 - (8 GB/1 TB HDD/Windows 10 Home) 15s-du3038TU Thin and Light Lap...,Intel Core i3 Processor (11th Gen),64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,No Discount,4,456,301,8,,46805.0,,
HP 15s Intel Core i3 10th Gen 1005G1 - (8 GB/1 TB HDD/Windows 10 Home) 15s-du2002TU Thin and Light Lap...,Intel Core i3 Processor (10th Gen),64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,No Discount,4.3,535,63,8,,47390.0,,
HP 250 G9 Intel Core i5 12th Gen 12th Generation Intel Core i5-1235U Processor - (8 GB/512 GB SSD/Wind...,Intel Core i5 Processor (12th Gen),32 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,1 year Domestic warranty,32,4.4,5,2,8,512.0,50999.0,75000.0,98.075
Lenovo IdeaPad Flex 5 AMD AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 14ALC7 2 in...,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,35.56 cm (14 Inch) Touchscreen Display,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,29,4.5,2,1,16,512.0,64990.0,92000.0,123.08712121212122
Acer Swift Go 14 AMD Ryzen 5 Hexa Core 7430U - (16 GB/512 GB SSD/Windows 11 Home) SFG14-41-R6G9 Thin a...,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,35.56 cm (14 Inch) Display,1 Year Carry-in Warranty,45,4.3,476,57,16,512.0,37990.0,69999.0,71.95075757575758
Lenovo IdeaPad Flex 5 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 14IAU7 2 in 1 L...,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,35.56 cm (14 Inch) Touchscreen Display,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,34,4,23,3,8,512.0,60800.0,92974.0,116.92307692307692
ASUS Vivobook S14 OLED Intel EVO H-Series Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11...,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,28,4.4,576,443,16,512.0,70999.0,98990.0,134.46780303030303
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/1 TB SSD/Windows 11 Home...,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,32,4.3,965,106,8,1.0,54999.0,81990.0,6111.0
MSI Cyborg 15 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,2 Year Onsite Warranty,37,4.6,76,8,8,512.0,53990.0,86990.0,103.82692307692308
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) 15IAU7 Thin and...,Intel Core i3 Processor (12th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,No Warranty,28,4.1,838,67,8,256.0,33499.0,47000.0,126.89015151515152
Acer AMD Ryzen 3 Quad Core 5th Gen - (8 GB/Windows 11 Home) UN.31ZSI.004 Laptop,AMD Ryzen 3 Quad Core Processor (5th Gen),Windows 11 Home Operating System,39.62 cm (15.6 inch) Display,No Warranty,40,No Rating,No Ratings Count,No Reviews Count,8,,27890.0,47000.0,
Lenovo Intel Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82RK00VWIN Thin and Light Laptop,Intel Core i3 Processor (12th Gen),Windows 11 Operating System,39.62 cm (15.6 inch) Display,No Warranty,39,3.9,19,0,8,512.0,33290.0,55190.0,64.01923076923077
Thomson Intel Celeron Dual Core N4020 - (4 GB/128 GB SSD/Windows 11 Home) IN-N14C Thin and Light Lapto...,Intel Celeron Dual Core Processor,64 bit Windows 11 Operating System,35.81 cm (14.1 inch) Display,1 Year Onsite Warranty,25,3.3,36,5,4,128.0,14990.0,19990.0,113.56060606060606
HP 15s AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0028AU Thin and Light Lapt...,AMD Ryzen 5 Quad Core Processor,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,27,4.2,176,10,8,512.0,38490.0,53413.0,74.01923076923077
ASUS TUF A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Home Operating System,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,26,3,3,0,16,512.0,59990.0,81990.0,113.61742424242425
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ521WS|X150...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,40,4.2,302,339,8,512.0,41990.0,69990.0,80.75
ASUS Vivobook Go 15 Intel Celeron Dual Core N4020 - (8 GB/256 GB SSD/Windows 11 Home) E510MA-EJ011WS T...,Intel Celeron Dual Core Processor,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,22,4,490,232,8,256.0,28499.0,36990.0,107.95075757575758
Acer Predator Helios 16 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics...,Intel Core i7 Processor (14th Gen),Windows 11 Operating System,40.64 cm (16 Inch) Display,1 Year International Travelers Warranty (ITW),4,No Rating,No Ratings Count,No Reviews Count,16,1.0,189990.0,197999.0,11175.882352941177
Acer Swift Go 14 EVO OLED Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) SFG14-71-...,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,36,4.3,784,426,16,512.0,59990.0,93999.0,113.61742424242425
ASUS TUF Gaming F17 Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Home Operating System,43.94 cm (17.3 inch) Display,1 Year Warranty,29,4.2,11,1,8,512.0,56790.0,80990.0,109.21153846153847
"ASUS Vivobook Go 15, with Backlit Keyboard, 12th Gen Intel Core i3 N305 - (8 GB/512 GB SSD/Windows 11 ...",Intel Core i3 Processor,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,37,4.3,152,12,8,512.0,31990.0,50990.0,61.51923076923077
DELL MSO'2024 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Thin and ...,Intel Core i3 Processor (13th Gen),64 bit Windows 11 Home Operating System,39.62 cm (15.6 inch) Display,No Warranty,22,4.2,88,6,8,512.0,38490.0,49422.0,74.01923076923077
"HP 240 G9 Intel Core i7 12th Gen 1255U Deca Core with Intel Turbo Boost, Finger Print - (16 GB/512 GB ...",Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,35.56 cm (14 inch) Display,No Warranty,29,3.7,30,1,16,512.0,61690.0,87990.0,116.83712121212122
HP Pro G10 Intel Core i7 13th Gen 1335U Turbo Boost Technoly - (32 GB/1 TB SSD/Windows 11 Pro/1 GB Gra...,Intel Core i7 Processor (13th Gen),64 bit Windows 11 Operating System,35.56 cm (14 inch) Display,No Warranty,18,4.8,5,2,32,1.0,81330.0,99590.0,2464.5454545454545
ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK321WS Th...,AMD Ryzen 3 Quad Core Processor,64 bit Windows 11 Operating System,35.81 cm (14.1 inch) Display,1 Year Onsite Warranty,41,4.2,247,421,8,512.0,29989.0,50990.0,57.67115384615385
ASUS Intel Core i7 12th Gen 12700H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,19,No Rating,No Ratings Count,No Reviews Count,16,1.0,83400.0,104000.0,4905.882352941177
Lenovo Chromebook MediaTek Kompanio 520 - (4 GB/128 GB EMMC Storage/Chrome OS) 14M868 Chromebook,MediaTek Kompanio 520 Processor,Chrome Operating System,35.56 cm (14 Inch) Display,1 Year Carry-in Warranty,47,3.7,930,71,4,,14990.0,28690.0,
Acer Aspire Lite Intel Core i7 11th Gen 1165G7 - (16 GB/512 GB SSD/Windows 11 Home) AL15-51 Thin and L...,Intel Core i7 Processor (11th Gen),Windows 11 Operating System,39.62 cm (15.6 inch) Display,1 Year Carry-in Warranty,30,3.6,8,0,16,512.0,48990.0,69990.0,92.7840909090909
Acer AMD Ryzen 7 Octa Core 5th Gen - (16 GB/512 GB SSD/Windows 11 Home) UN.31ZSI.013 Laptop,AMD Ryzen 7 Octa Core Processor (5th Gen),Windows 11 Home Operating System,39.62 cm (15.6 inch) Display,No Warranty,37,No Rating,No Ratings Count,No Reviews Count,16,512.0,42990.0,68990.0,81.42045454545455
ASUS Vivobook Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11 Home) X1605ZAC-MB741WS Lapt...,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,40.64 cm (16 Inch) Display,1 Year Onsite Warranty,24,4.5,36,1,16,512.0,64990.0,85990.0,123.08712121212122
HP Laptop Intel Core i3 N305 - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0123TU Thin and Light Laptop,Intel Core i3 Processor,Windows 11 Home Operating System,39.62 cm (15.6 inch) Display,1 Year Carry-in Warranty,15,4.3,129,5,8,512.0,33990.0,39995.0,65.36538461538461
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) 16IRL8 Thin a...,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,40.64 cm (16 Inch) Display,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,28,4.1,501,61,16,512.0,71000.0,100000.0,134.46969696969697
"ASUS Vivobook S 15 OLED Powered, Intel EVO H Series, AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/W...",Intel Core Ultra 5 Processor,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,14,4.7,46,9,16,1.0,91990.0,106990.0,5411.176470588235
DELL Inspiron Intel Core i3 11th Gen 1115G4 - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511...,Intel Core i3 Processor (11th Gen),64 bit Windows 11 Operating System,37.85 cm (14.9 inch) Display,1 Year Onsite Warranty,No Discount,4.2,324,263,8,1.0,59839.0,,6648.777777777777
HP AMD Ryzen 5 Hexa Core - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) 15-FB1001AX Laptop,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,39.62 cm (15.6 inch) Display,1 Year warranty,36,4.3,4,1,8,512.0,51990.0,81713.0,99.98076923076923
HP (2024) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0061TU Thin and Light ...,Intel Core i3 Processor (12th Gen),64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,1 Year Warranty,20,No Rating,No Ratings Count,No Reviews Count,8,512.0,36580.0,45995.0,70.34615384615384
"ASUS TUF Gaming A14 (2024) - AI PC, AMD Ryzen AI 9 12 Core HX 370 - (32 GB/2 TB SSD/Windows 11 Home/8 ...",AMD Ryzen AI 9 12 Core Processor,Windows 11 Operating System,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,16,5,3,2,32,2.0,169990.0,203990.0,4999.705882352941
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home) 15IAH8 Thin an...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,No Warranty,31,4.2,412,53,8,512.0,46990.0,68790.0,90.36538461538461
"ASUS Vivobook S 14 (2024) OLED - AI PC, AMD Ryzen AI 9 12 Core HX 370 - (24 GB/512 GB SSD/Windows 11 H...",AMD Ryzen AI 9 12 Core Processor,Windows 11 Operating System,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,31,No Rating,No Ratings Count,No Reviews Count,24,512.0,104990.0,152990.0,195.87686567164178
Acer One 11 Intel Celeron Dual Core N4500 - (8 GB/128 GB SSD/Windows 11 Home) Z8-284 Thin and Light La...,Intel Celeron Dual Core Processor,Windows 11 Operating System,29.46 cm (11.6 inch) Display,1 Year Onsite Warranty,58,3.5,17,0,8,128.0,13990.0,34000.0,102.86764705882354
HP 250 G9 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/DOS) 7M659PA Laptop,Intel Core i3 Processor (12th Gen),DOS Operating System,39.62 cm (15.6 inch) Display,No Warranty,23,3.9,40,3,8,512.0,32990.0,43188.0,63.44230769230769
DELL Intel Core i5 12th Gen 1235U - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) New Inspiron 15 Laptop ...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,14,4.1,317,22,8,1.0,59990.0,70000.0,6665.555555555556
SAMSUNG Galaxy Book4 Pro Evo AI PC Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) NP960X...,Intel Core Ultra 5 Processor,64 bit Windows 11 Operating System,40.64 cm (16 inch) Touchscreen Display,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,13,4.8,5,0,16,512.0,141990.0,163289.0,268.92045454545456
HP 15s Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0013TU Thin and Light La...,Intel Core i5 Processor (13th Gen),64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,22,4.2,397,33,16,512.0,59990.0,76990.0,113.61742424242425
Lenovo IdeaPad Slim 3 Backlit Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 83EM0...,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,39.62 cm (15.6 inch) Display,1 Year warranty,28,3.8,8,0,16,512.0,56790.0,79690.0,107.55681818181819
Acer Aspire 7 AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year International Travelers Warranty (ITW),No Discount,4.4,623,770,16,512.0,81999.0,,155.30113636363637
Infinix X2 Slim Intel Core i7 11th Gen 1195G7 - (16 GB/512 GB SSD/Windows 11 Home) XL23 Thin and Light...,Intel Core i7 Processor (11th Gen),64 bit Windows 11 Operating System,35.56 cm (14 inch) Display,1 year Onsite Warranty,27,4.3,101,18,16,512.0,43990.0,60990.0,83.31439393939394
DELL Latitude Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Pro) 3520 Laptop,Intel Core i3 Processor (11th Gen),64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,58,4.2,299,23,8,512.0,30590.0,73412.0,58.82692307692308
Lenovo IdeaPad Slim 3 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 15IRH8 Thin a...,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,No Warranty,35,4.3,648,38,16,512.0,52970.0,81890.0,100.3219696969697
SAMSUNG Galaxy Book4 Pro Evo AI PC Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) NP940X...,Intel Core Ultra 5 Processor,64 bit Windows 11 Operating System,35.56 cm (14 inch) Touchscreen Display,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,22,4.2,39,6,16,512.0,116990.0,151789.0,221.5719696969697
SAMSUNG Galaxy Book4 Pro Evo AI PC Intel Core Ultra 7 155H - (16 GB/512 GB SSD/Windows 11 Home) NP960X...,Intel Core Ultra 7 Processor,64 bit Windows 11 Operating System,40.64 cm (16 inch) Touchscreen Display,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,13,4.5,42,5,16,512.0,149990.0,172489.0,284.0719696969697
Lenovo AMD Ryzen 5 Ryzen™ 5 - (8 GB/512 GB SSD/Windows 11 Home) 82R400BGIN Thin and Light Laptop,AMD Ryzen 5 Processor,Windows 11 Operating System,39.62 cm (15.6 inch) Display,No Warranty,38,4,8,0,8,512.0,33999.0,55090.0,65.38269230769231
DELL Inspiron Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA ...,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,No Warranty,24,5,6,2,16,512.0,77890.0,103436.0,147.5189393939394
Acer Predator Helios 16 Intel Core i9 14th Gen 14900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics...,Intel Core i9 Processor (14th Gen),Windows 11 Operating System,40.64 cm (16 Inch) Display,1 Year International Travelers Warranty (ITW),2,No Rating,No Ratings Count,No Reviews Count,16,1.0,194990.0,199999.0,11470.0
ASUS Vivobook Go 14 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK521WS Th...,AMD Ryzen 5 Quad Core Processor,Windows 11 Operating System,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,44,4.3,42,2,8,512.0,34990.0,62747.0,67.28846153846153
Infinix X3 Slim Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) XL422 Thin and Light...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,38,4.1,154,157,16,512.0,39990.0,64990.0,75.73863636363636
HP 245 G9 Silver AMD Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) 245 G9 Laptop,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,35.81 cm (14.1 inch) Display,1 year onsite warranty,19,3.9,24,5,8,512.0,31899.0,39382.0,61.34423076923077
"ASUS TUF Gaming A14 (2024) - AI PC, AMD Ryzen 7 Octa Core 8845HS - (16 GB/1 TB SSD/Windows 11 Home/6 G...",AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,23,4.7,3,0,16,1.0,119990.0,155990.0,7058.235294117647
HP 15s Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0011TU Thin and Light Lap...,Intel Core i5 Processor (13th Gen),64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,16,4.2,397,33,8,512.0,60990.0,73170.0,117.28846153846153
ASUS TUF Gaming F17 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,43.94 cm (17.3 Inch) Display,1 Year Onsite Warranty,38,4.3,965,106,8,512.0,47990.0,77990.0,92.28846153846153
DELL Inspiron 5430 Intel Core i5 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) IN5430YXVW9M01ORS1 Lapto...,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,35.56 cm (14 inch) Display,1-year manufacturing warranty,37,3.7,15,1,8,512.0,52990.0,84233.0,101.90384615384616
MSI Cyborg 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,39.62 cm (15.6 Inch) Display,2 Year Onsite Warranty,32,3.8,20,0,16,512.0,63990.0,94990.0,121.19318181818181
HP AMD Ryzen 5 Hexa Core 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) 15-FB0150AX Lapto...,AMD Ryzen 5 Hexa Core Processor (11th Gen),Windows 11 Operating System,39.62 cm (15.6 inch) Display,1-year warranty,16,4.3,13,1,16,512.0,55900.0,67264.0,105.87121212121212
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) 82XD003MIN Thin and ...,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,35.56 cm (14 inch) Display,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,11,4.1,88,4,16,512.0,65490.0,73990.0,124.0340909090909
"ASUS Vivobook S 15 OLED Powered, Intel EVO H Series, AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/W...",Intel Core Ultra 7 Processor,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,25,4.4,33,3,16,1.0,91990.0,122990.0,5411.176470588235
Lenovo Intel Core i3 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82X70032IN Laptop,Intel Core i3 Processor (13th Gen),Windows 11 Operating System,39.62 cm (15.6 inch) Display,No Warranty,39,4.5,4,0,8,512.0,36500.0,59990.0,70.1923076923077
HP Intel Core Ultra 7 155H - (16 GB/512 GB SSD/Windows 11 Home) 14-gr1023TU Thin and Light Laptop,Intel Core Ultra 7 Processor,Windows 11 Operating System,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,16,4.3,22,1,16,512.0,82990.0,98983.0,157.1780303030303
HP 15s AMD Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) 15s-ey1508AU Thin and Light Lap...,AMD Ryzen 3 Dual Core Processor,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,36,4.2,475,363,8,256.0,27990.0,43990.0,106.02272727272727
Lenovo ThinkPad E14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) TP E14 Gen 5 Thin ...,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,50,4.1,37,5,8,512.0,43990.0,89149.0,84.59615384615384
HP 15s AMD Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) 15s-GY0501AU Thin and Light Lap...,AMD Ryzen 3 Dual Core Processor,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,No Discount,4.3,137,410,8,256.0,46055.0,,174.45075757575756
HP Victus AI Powered AMD Ryzen 7 Octa Core 7840HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NV...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,40.89 cm (16.1 Inch) Display,1 Year Onsite Warranty,20,4.4,361,25,16,512.0,75990.0,96136.0,143.92045454545453
Lenovo IdeaPad Slim 5 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 14ABR8 Thin and...,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,35.56 cm (14 Inch) Display,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,32,4.1,100,13,16,512.0,57999.0,86190.0,109.8465909090909
