Title,Link,Price,Original Price,Discount
Lenovo V14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) V 14 Thin and Light Lapto...,/lenovo-v14-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-v-14-thin-light-laptop/p/itme87a00a2ff6c2?pid=COMH76FG3MCSNRDV&lid=LSTCOMH76FG3MCSNRDVLPKIMX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_8&otracker=search&otracker1=search&iid=cd231a70-ae00-46d8-9c45-f789f1ae1331.COMH76FG3MCSNRDV.SEARCH&ssid=8vtb4m2vsg0000001737048052315&qH=312f91285e048e09,"₹36,590","₹41,990",12% off
"ASUS Vivobook 16X for Creator, Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB ...",/asus-vivobook-16x-creator-intel-core-i5-12th-gen-12500h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-k3605zf-rp258ws-gaming-laptop/p/itmd896b82bffaef?pid=COMH2XBQ9QNGRUQ5&lid=LSTCOMH2XBQ9QNGRUQ5ZT4YVQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_71&otracker=search&otracker1=search&fm=Search&iid=ebb3e264-188b-476f-87b5-1b8f891c7970.COMH2XBQ9QNGRUQ5.SEARCH&ppt=sp&ppn=sp&ssid=xp5s5g3klc0000001737048069947&qH=312f91285e048e09,"₹59,990","₹77,990",23% off
Acer Chromebook Intel Celeron Dual Core N4500 - (8 GB/128 GB EMMC Storage/Chrome OS) CB314-3H-C5QE/ CB...,/acer-chromebook-intel-celeron-dual-core-n4500-8-gb-128-gb-emmc-storage-chrome-os-cb314-3h-c5qe-cb314-3h-c0bz/p/itm04458b376eefa?pid=COMGSV3G3RYBAHX4&lid=LSTCOMGSV3G3RYBAHX4RBS9WL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_72&otracker=search&otracker1=search&fm=Search&iid=ebb3e264-188b-476f-87b5-1b8f891c7970.COMGSV3G3RYBAHX4.SEARCH&ppt=sp&ppn=sp&ssid=xp5s5g3klc0000001737048069947&qH=312f91285e048e09,"₹15,990","₹33,999",52% off
MSI Modern 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO Busines...,/msi-modern-15-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-b12mo-business-laptop/p/itm60c14709fdf3b?pid=COMHYWTJHENNCRGX&lid=LSTCOMHYWTJHENNCRGXEJC0WA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_73&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMHYWTJHENNCRGX.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09,"₹33,990","₹48,990",30% off
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Ho...",/asus-vivobook-15-backlit-keyboard-intel-core-i5-13th-gen-1335u-8-gb-512-gb-ssd-windows-11-home-x1504va-nj521ws-thin-light-laptop/p/itmff0e170cb596e?pid=COMGZDQJ8RVSQZE8&lid=LSTCOMGZDQJ8RVSQZE8G3WDIQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_74&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMGZDQJ8RVSQZE8.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09,"₹45,990","₹74,990",38% off
Lenovo V15 AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) v15 G4 Business Laptop,/lenovo-v15-amd-ryzen-7-octa-core-7730u-16-gb-512-gb-ssd-windows-11-home-g4-business-laptop/p/itmdcccd5f5d1865?pid=COMGZXHQZQPQ2R8D&lid=LSTCOMGZXHQZQPQ2R8DUQDQIP&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_75&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMGZXHQZQPQ2R8D.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09,"₹39,690","₹50,000",20% off
ASUS Vivobook 15 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ324WS Thin...,/asus-vivobook-15-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-x1504va-nj324ws-thin-light-laptop/p/itm200184e4e0443?pid=COMGZDQJ4BZDZRXP&lid=LSTCOMGZDQJ4BZDZRXPVGREH0&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_76&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMGZDQJ4BZDZRXP.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09,"₹37,990","₹57,990",34% off
HP Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0315TU Thin and Light Laptop,/hp-intel-core-i5-13th-gen-1334u-16-gb-512-gb-ssd-windows-11-home-15-fd0315tu-thin-light-laptop/p/itm01c07721bb10b?pid=COMH2FFGSTXTR8ZB&lid=LSTCOMH2FFGSTXTR8ZBNMPF3U&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_77&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMH2FFGSTXTR8ZB.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09,"₹53,990","₹71,773",24% off
DELL Intel Core i3 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) 3530 Thin and Light Laptop,/dell-intel-core-i3-13th-gen-8-gb-512-gb-ssd-windows-11-home-3530-thin-light-laptop/p/itme37811760d94c?pid=COMGQN94CKCN3EYH&lid=LSTCOMGQN94CKCN3EYHI6XXHR&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_78&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMGQN94CKCN3EYH.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09,"₹37,980","₹51,759",26% off
Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 GB/256 GB SSD/Windows 11 Home) A324-45 Thin and Light...,/acer-aspire-3-intel-celeron-dual-core-n4500-8-gb-256-gb-ssd-windows-11-home-a324-45-thin-light-laptop/p/itmbbfe217e40d59?pid=COMHFZYZHA5YJHS3&lid=LSTCOMHFZYZHA5YJHS30OEKLM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_79&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMHFZYZHA5YJHS3.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09,"₹20,990","₹29,999",30% off
HP Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) 14-gr1022TU Thin and Light Laptop,/hp-intel-core-ultra-5-125h-16-gb-512-gb-ssd-windows-11-home-14-gr1022tu-thin-light-laptop/p/itm0864cb6a1844f?pid=COMH28U4EWYZWJ45&lid=LSTCOMH28U4EWYZWJ45A2SCNZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_80&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMH28U4EWYZWJ45.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09,"₹67,990","₹81,894",16% off
SAMSUNG Galaxy Book4 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG2IN ...,/samsung-galaxy-book4-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-np750xgj-kg2in-np750xgj-lg2in-thin-light-laptop/p/itm820dc496ef160?pid=COMGZUYDGFJGHZR4&lid=LSTCOMGZUYDGFJGHZR4JPVIN2&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_9&otracker=search&otracker1=search&iid=cd231a70-ae00-46d8-9c45-f789f1ae1331.COMGZUYDGFJGHZR4.SEARCH&ssid=8vtb4m2vsg0000001737048052315&qH=312f91285e048e09,"₹60,990","₹82,789",26% off
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Hom...",/dell-inspiron-15-backlit-keyboard-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-new-laptop-thin-light/p/itm23d84e15561c4?pid=COMGJ75HN66KHZYB&lid=LSTCOMGJ75HN66KHZYBDFGBW0&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_81&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMGJ75HN66KHZYB.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09,"₹44,890","₹65,973",31% off
DELL Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Thin and Light Lap...,/dell-intel-core-i3-13th-gen-1305u-8-gb-512-gb-ssd-windows-11-home-inspiron-3530-thin-light-laptop/p/itm23d84e15561c4?pid=COMGWFY5XBAQKMGP&lid=LSTCOMGWFY5XBAQKMGPDTWUSR&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_82&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMGWFY5XBAQKMGP.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09,"₹38,480","₹48,827",21% off
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ549WS Thi...,/asus-vivobook-15-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-x1504za-nj549ws-thin-light-laptop/p/itmff0e170cb596e?pid=COMHYG8ZPYAZAFTY&lid=LSTCOMHYG8ZPYAZAFTYUFI8OO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_83&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMHYG8ZPYAZAFTY.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09,"₹44,990","₹66,990",32% off
Lenovo Chromebook MediaTek Kompanio 520 - (4 GB/128 GB EMMC Storage/Chrome OS) 14M868 Chromebook,/lenovo-chromebook-mediatek-kompanio-520-4-gb-128-gb-emmc-storage-chrome-os-14m868/p/itm4dc67999fe3de?pid=COMGSYYSHRSUEGMG&lid=LSTCOMGSYYSHRSUEGMGL82DZU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_84&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMGSYYSHRSUEGMG.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09,"₹14,990","₹28,690",47% off
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,/asus-tuf-gaming-a15-amd-ryzen-7-octa-core-7435hs-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-fa566ncr-hn075w-laptop/p/itm10514ecd2a794?pid=COMHFT2NY5V7RCMK&lid=LSTCOMHFT2NY5V7RCMKJW0ZPL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_85&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMHFT2NY5V7RCMK.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09,"₹63,990","₹86,990",26% off
"ASUS Vivobook 16X for Creator, Intel Core i5 12th Gen 12500H - (8 GB/512 GB SSD/Windows 11 Home/4 GB G...",/asus-vivobook-16x-creator-intel-core-i5-12th-gen-12500h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-k3605zf-rp258w-gaming-laptop/p/itmd896b82bffaef?pid=COMH2XBQJJDTAFVE&lid=LSTCOMH2XBQJJDTAFVEP9L5VG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_86&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMH2XBQJJDTAFVE.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09,"₹54,990","₹71,990",23% off
Acer Swift Go 14 TouchScreen AI PC Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) SFG14-...,/acer-swift-go-14-touchscreen-ai-pc-intel-core-ultra-5-125h-16-gb-512-gb-ssd-windows-11-home-sfg14-73t-58pz-thin-light-laptop/p/itm174fc1bfd505f?pid=COMGZH2UKZZXYGSA&lid=LSTCOMGZH2UKZZXYGSAF4SIUU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_87&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMGZH2UKZZXYGSA.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09,"₹69,990","₹92,999",24% off
ASUS TUF Gaming A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,/asus-tuf-gaming-a15-amd-ryzen-5-hexa-core-7535hs-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-fa506nc-hn083w-laptop/p/itm10514ecd2a794?pid=COMHFK2T3KCHKAFU&lid=LSTCOMHFK2T3KCHKAFUOEIOAP&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_88&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMHFK2T3KCHKAFU.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09,"₹58,990","₹79,990",26% off
Acer Nitro V AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,/acer-nitro-v-amd-ryzen-5-hexa-core-7535hs-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-anv15-41-gaming-laptop/p/itm6491e522f1157?pid=COMGZN7ZYP8MDPHR&lid=LSTCOMGZN7ZYP8MDPHRDVIR0H&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_89&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMGZN7ZYP8MDPHR.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09,"₹56,990","₹85,999",33% off
"ASUS Vivobook 16X for Creator, Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB ...",/asus-vivobook-16x-creator-intel-core-i5-12th-gen-12500h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-k3605zc-rp587ws-gaming-laptop/p/itmd896b82bffaef?pid=COMH2XBQ5VWHNPYW&lid=LSTCOMH2XBQ5VWHNPYW8TD9A8&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_90&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMH2XBQ5VWHNPYW.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09,"₹59,990","₹84,990",29% off
SAMSUNG Galaxy Book4 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG1IN /...,/samsung-galaxy-book4-intel-core-i5-13th-gen-1335u-8-gb-512-gb-ssd-windows-11-home-np750xgj-kg1in-np750xgj-lg1in-thin-light-laptop/p/itm820dc496ef160?pid=COMGZUYDFZXHWYWZ&lid=LSTCOMGZUYDFZXHWYWZJ6V2KW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_10&otracker=search&otracker1=search&iid=cd231a70-ae00-46d8-9c45-f789f1ae1331.COMGZUYDFZXHWYWZ.SEARCH&ssid=8vtb4m2vsg0000001737048052315&qH=312f91285e048e09,"₹54,990","₹78,189",29% off
Acer Nitro V AMD Ryzen 7 Octa Core 7735HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,/acer-nitro-v-amd-ryzen-7-octa-core-7735hs-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-anv15-41-gaming-laptop/p/itm6491e522f1157?pid=COMGZN7Z8V7AGTAD&lid=LSTCOMGZN7Z8V7AGTADFE4NXV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_91&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMGZN7Z8V7AGTAD.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09,"₹65,990","₹89,999",26% off
ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ522WS Th...,/asus-vivobook-go-15-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj522ws-thin-light-laptop/p/itm968db504ada5b?pid=COMGMGXFHUHQE3XZ&lid=LSTCOMGMGXFHUHQE3XZVMF0VE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_92&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMGMGXFHUHQE3XZ.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09,"₹35,990","₹66,990",46% off
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ322WS Th...,/asus-vivobook-go-15-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj322ws-thin-light-laptop/p/itm968db504ada5b?pid=COMGMGXFQZGYKEZG&lid=LSTCOMGMGXFQZGYKEZGUU1BUT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_93&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMGMGXFQZGYKEZG.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09,"₹29,990","₹50,990",41% off
ASUS Vivobook S 15 OLED Intel EVO H-Series Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 1...,/asus-vivobook-s-15-oled-intel-evo-h-series-core-i5-13th-gen-13500h-16-gb-512-gb-ssd-windows-11-home-s5504va-ma541ws-thin-light-laptop/p/itm8486d594ff56b?pid=COMHYWSWHTGX8BWG&lid=LSTCOMHYWSWHTGX8BWGQWXJIJ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_94&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMHYWSWHTGX8BWG.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09,"₹74,990","₹1,06,990",29% off
Acer Chromebook Intel Celeron Dual Core N4500 - (8 GB/64 GB EMMC Storage/Chrome OS) CB314-3H-C5QE/ CB3...,/acer-chromebook-intel-celeron-dual-core-n4500-8-gb-64-gb-emmc-storage-chrome-os-cb314-3h-c5qe-cb314-3h-cobz/p/itm04458b376eefa?pid=COMGSV3GZYUDG6NP&lid=LSTCOMGSV3GZYUDG6NPUATANL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_95&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMGSV3GZYUDG6NP.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09,"₹12,990","₹35,999",63% off
Lenovo LOQ AMD Ryzen 7 Octa Core 7435HS - (24 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,/lenovo-loq-amd-ryzen-7-octa-core-7435hs-24-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-15arp9-gaming-laptop/p/itmd3fbbdced2d6b?pid=COMHFYZ36W8ZGS8Z&lid=LSTCOMHFYZ36W8ZGS8ZJVRQU1&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_96&otracker=search&otracker1=search&fm=Search&iid=cef3f6ae-02a2-45f4-ba2a-1c9141b3261e.COMHFYZ36W8ZGS8Z.SEARCH&ppt=sp&ppn=sp&ssid=lmial0n79s0000001737048078121&qH=312f91285e048e09,"₹79,990","₹1,08,990",26% off
